D2;ActionState;timeScale;Frame;Time
D2;PREDRIVE;1;125;1.072563
D2;PREDRIVE;1;126;1.080449
D2;PREDRIVE;1;127;1.088777
D2;PREDRIVE;1;128;1.097092
D2;PREDRIVE;1;129;1.105462
D2;PREDRIVE;1;130;1.113799
D2;PREDRIVE;1;131;1.122052
D2;PREDRIVE;1;132;1.130479
D2;PREDRIVE;1;133;1.138845
D2;PREDRIVE;1;134;1.147073
D2;PREDRIVE;1;135;1.155411
D2;PREDRIVE;1;136;1.163667
D2;PREDRIVE;1;137;1.172016
D2;PREDRIVE;1;138;1.180617
D2;PREDRIVE;1;139;1.188662
D2;PREDRIVE;1;140;1.197509
D2;PREDRIVE;1;141;1.205405
D2;PREDRIVE;1;142;1.214143
D2;PREDRIVE;1;143;1.222079
D2;PREDRIVE;1;144;1.230457
D2;PREDRIVE;1;145;1.238669
D2;PREDRIVE;1;146;1.247013
D2;PREDRIVE;1;147;1.255329
D2;PREDRIVE;1;148;1.264042
D2;PREDRIVE;1;149;1.271962
D2;PREDRIVE;1;150;1.280278
D2;PREDRIVE;1;151;1.288642
D2;PREDRIVE;1;152;1.29721
D2;PREDRIVE;1;153;1.305298
D2;PREDRIVE;1;154;1.31363
D2;PREDRIVE;1;155;1.321932
D2;PREDRIVE;1;156;1.330219
D2;PREDRIVE;1;157;1.338624
D2;PREDRIVE;1;158;1.346871
D2;PREDRIVE;1;159;1.355251
D2;PREDRIVE;1;160;1.363614
D2;PREDRIVE;1;161;1.372222
D2;PREDRIVE;1;162;1.380241
D2;PREDRIVE;1;163;1.388541
D2;PREDRIVE;1;164;1.396928
D2;PREDRIVE;1;165;1.405257
D2;PREDRIVE;1;166;1.413475
D2;PREDRIVE;1;167;1.422234
D2;PREDRIVE;1;168;1.430167
D2;PREDRIVE;1;169;1.438465
D2;PREDRIVE;1;170;1.44683
D2;PREDRIVE;1;171;1.455212
D2;PREDRIVE;1;172;1.463457
D2;PREDRIVE;1;173;1.471839
D2;PREDRIVE;1;174;1.480236
D2;PREDRIVE;1;175;1.488472
D2;PREDRIVE;1;176;1.496872
D2;PREDRIVE;1;177;1.505278
D2;PREDRIVE;1;178;1.513502
D2;PREDRIVE;1;179;1.521857
D2;PREDRIVE;1;180;1.530122
D2;PREDRIVE;1;181;1.538526
D2;PREDRIVE;1;182;1.546787
D2;PREDRIVE;1;183;1.555811
D2;PREDRIVE;1;184;1.563443
D2;PREDRIVE;1;185;1.572241
D2;PREDRIVE;1;186;1.580031
D2;PREDRIVE;1;187;1.588382
D2;PREDRIVE;1;188;1.596666
D2;PREDRIVE;1;189;1.604931
D2;PREDRIVE;1;190;1.613382
D2;PREDRIVE;1;191;1.621587
D2;PREDRIVE;1;192;1.630031
D2;PREDRIVE;1;193;1.638305
D2;PREDRIVE;1;194;1.64662
D2;PREDRIVE;1;195;1.654994
D2;PREDRIVE;1;196;1.663277
D2;PREDRIVE;1;197;1.67158
D2;PREDRIVE;1;198;1.680016
D2;PREDRIVE;1;199;1.688278
D2;PREDRIVE;1;200;1.696629
D2;PREDRIVE;1;201;1.704915
D2;PREDRIVE;1;202;1.713225
D2;PREDRIVE;1;203;1.721525
D2;PREDRIVE;1;204;1.729903
D2;PREDRIVE;1;205;1.738225
D2;PREDRIVE;1;206;1.746541
D2;PREDRIVE;1;207;1.754858
D2;PREDRIVE;1;208;1.763173
D2;PREDRIVE;1;209;1.771614
D2;PREDRIVE;1;210;1.779881
D2;PREDRIVE;1;211;1.788162
D2;PREDRIVE;1;212;1.79666
D2;PREDRIVE;1;213;1.804884
D2;PREDRIVE;1;214;1.813195
D2;PREDRIVE;1;215;1.821563
D2;PREDRIVE;1;216;1.829994
D2;PREDRIVE;1;217;1.838623
D2;PREDRIVE;1;218;1.846504
D2;PREDRIVE;1;219;1.8548
D2;PREDRIVE;1;220;1.863222
D2;PREDRIVE;1;221;1.871984
D2;PREDRIVE;1;222;1.87976
D2;PREDRIVE;1;223;1.8881
D2;PREDRIVE;1;224;1.896386
D2;PREDRIVE;1;225;1.904737
D2;PREDRIVE;1;226;1.913198
D2;PREDRIVE;1;227;1.921834
D2;PREDRIVE;1;228;1.92973
D2;PREDRIVE;1;229;1.938035
D2;PREDRIVE;1;230;1.946455
D2;PREDRIVE;1;231;1.954684
D2;PREDRIVE;1;232;1.963058
D2;PREDRIVE;1;233;1.97131
D2;PREDRIVE;1;234;1.979624
D2;PREDRIVE;1;235;1.987995
D2;PREDRIVE;1;236;1.997082
D2;PREDRIVE;1;237;2.005109
D2;PREDRIVE;1;238;2.013055
D2;PREDRIVE;1;239;2.021255
D2;PREDRIVE;1;240;2.029691
D2;PREDRIVE;1;241;2.038017
D2;PREDRIVE;1;242;2.046279
D2;PREDRIVE;1;243;2.054548
D2;PREDRIVE;1;244;2.062955
D2;PREDRIVE;1;245;2.071266
D2;PREDRIVE;1;246;2.079553
D2;PREDRIVE;1;247;2.087856
D2;PREDRIVE;1;248;2.09621
D2;PREDRIVE;1;249;2.105321
D2;PREDRIVE;1;250;2.112881
D2;PREDRIVE;1;251;2.121387
D2;PREDRIVE;1;252;2.129597
D2;PREDRIVE;1;253;2.137907
D2;PREDRIVE;1;254;2.146168
D2;PREDRIVE;1;255;2.154524
D2;PREDRIVE;1;256;2.162879
D2;PREDRIVE;1;257;2.171369
D2;PREDRIVE;1;258;2.180198
D2;PREDRIVE;1;259;2.187749
D2;PREDRIVE;1;260;2.196142
D2;PREDRIVE;1;261;2.2048
D2;PREDRIVE;1;262;2.213625
D2;PREDRIVE;1;263;2.221257
D2;PREDRIVE;1;264;2.229437
D2;PREDRIVE;1;265;2.238035
D2;PREDRIVE;1;266;2.246232
D2;PREDRIVE;1;267;2.254375
D2;PREDRIVE;1;268;2.262773
D2;PREDRIVE;1;269;2.271067
D2;PREDRIVE;1;270;2.279407
D2;PREDRIVE;1;271;2.287685
D2;PREDRIVE;1;272;2.296404
D2;PREDRIVE;1;273;2.304563
D2;PREDRIVE;1;274;2.313044
D2;PREDRIVE;1;275;2.321003
D2;PREDRIVE;1;276;2.329536
D2;PREDRIVE;1;277;2.337738
D2;PREDRIVE;1;278;2.346019
D2;PREDRIVE;1;279;2.354319
D2;PREDRIVE;1;280;2.362661
D2;PREDRIVE;1;281;2.37098
D2;PREDRIVE;1;282;2.379305
D2;PREDRIVE;1;283;2.388501
D2;PREDRIVE;1;284;2.395985
D2;PREDRIVE;1;285;2.404382
D2;PREDRIVE;1;286;2.413025
D2;PREDRIVE;1;287;2.420892
D2;PREDRIVE;1;288;2.429277
D2;PREDRIVE;1;289;2.437591
D2;PREDRIVE;1;290;2.445965
D2;PREDRIVE;1;291;2.454239
D2;PREDRIVE;1;292;2.462578
D2;PREDRIVE;1;293;2.4709
D2;PREDRIVE;1;294;2.479224
D2;PREDRIVE;1;295;2.487518
D2;PREDRIVE;1;296;2.495969
D2;PREDRIVE;1;297;2.504205
D2;PREDRIVE;1;298;2.512544
D2;PREDRIVE;1;299;2.520869
D2;PREDRIVE;1;300;2.529172
D2;PREDRIVE;1;301;2.537572
D2;PREDRIVE;1;302;2.546088
D2;PREDRIVE;1;303;2.55424
D2;PREDRIVE;1;304;2.562609
D2;PREDRIVE;1;305;2.57089
D2;PREDRIVE;1;306;2.579157
D2;PREDRIVE;1;307;2.58769
D2;PREDRIVE;1;308;2.595721
D2;PREDRIVE;1;309;2.604319
D2;PREDRIVE;1;310;2.612486
D2;PREDRIVE;1;311;2.621472
D2;PREDRIVE;1;312;2.629066
D2;PREDRIVE;1;313;2.637477
D2;PREDRIVE;1;314;2.645738
D2;PREDRIVE;1;315;2.65405
D2;PREDRIVE;1;316;2.662351
D2;PREDRIVE;1;317;2.670801
D2;PREDRIVE;1;318;2.679201
D2;PREDRIVE;1;319;2.68733
D2;PREDRIVE;1;320;2.695753
D2;PREDRIVE;1;321;2.704079
D2;PREDRIVE;1;322;2.712406
D2;PREDRIVE;1;323;2.720668
D2;PREDRIVE;1;324;2.728995
D2;PREDRIVE;1;325;2.737359
D2;PREDRIVE;1;326;2.745775
D2;PREDRIVE;1;327;2.753972
D2;PREDRIVE;1;328;2.762416
D2;PREDRIVE;1;329;2.770633
D2;PREDRIVE;1;330;2.778989
D2;PREDRIVE;1;331;2.787373
D2;PREDRIVE;1;332;2.795566
D2;PREDRIVE;1;333;2.804162
D2;PREDRIVE;1;334;2.812505
D2;PREDRIVE;1;335;2.820531
D2;PREDRIVE;1;336;2.828906
D2;PREDRIVE;1;337;2.837313
D2;PREDRIVE;1;338;2.845665
D2;PREDRIVE;1;339;2.85463
D2;PREDRIVE;1;340;2.862267
D2;PREDRIVE;1;341;2.870524
D2;PREDRIVE;1;342;2.878896
D2;PREDRIVE;1;343;2.887187
D2;PREDRIVE;1;344;2.895495
D2;PREDRIVE;1;345;2.903831
D2;PREDRIVE;1;346;2.912245
D2;PREDRIVE;1;347;2.920496
D2;PREDRIVE;1;348;2.928834
D2;PREDRIVE;1;349;2.937274
D2;PREDRIVE;1;350;2.945611
D2;PREDRIVE;1;351;2.954298
D2;PREDRIVE;1;352;2.962229
D2;PREDRIVE;1;353;2.970453
D2;PREDRIVE;1;354;2.979116
D2;PREDRIVE;1;355;2.987142
D2;PREDRIVE;1;356;2.996197
D2;PREDRIVE;1;357;3.003778
D2;PREDRIVE;1;358;3.012234
D2;PREDRIVE;1;359;3.020359
D2;PREDRIVE;1;360;3.030005
D2;PREDRIVE;1;361;3.037119
D2;PREDRIVE;1;362;3.045529
D2;PREDRIVE;1;363;3.053679
D2;PREDRIVE;1;364;3.062152
D2;PREDRIVE;1;365;3.070332
D2;PREDRIVE;1;366;3.078687
D2;PREDRIVE;1;367;3.087482
D2;PREDRIVE;1;368;3.09529
D2;PREDRIVE;1;369;3.103665
D2;PREDRIVE;1;370;3.112236
D2;PREDRIVE;1;371;3.120363
D2;PREDRIVE;1;372;3.128758
D2;PREDRIVE;1;373;3.137077
D2;PREDRIVE;1;374;3.145291
D2;PREDRIVE;1;375;3.153641
D2;PREDRIVE;1;376;3.161944
D2;PREDRIVE;1;377;3.170282
D2;PREDRIVE;1;378;3.178575
D2;PREDRIVE;1;379;3.187004
D2;PREDRIVE;1;380;3.19525
D2;PREDRIVE;1;381;3.203646
D2;PREDRIVE;1;382;3.211895
D2;PREDRIVE;1;383;3.220315
D2;PREDRIVE;1;384;3.228556
D2;PREDRIVE;1;385;3.236858
D2;PREDRIVE;1;386;3.246263
D2;PREDRIVE;1;387;3.253554
D2;PREDRIVE;1;388;3.261844
D2;PREDRIVE;1;389;3.270138
D2;PREDRIVE;1;390;3.278509
D2;PREDRIVE;1;391;3.286846
D2;PREDRIVE;1;392;3.295212
D2;PREDRIVE;1;393;3.303456
D2;PREDRIVE;1;394;3.312026
D2;PREDRIVE;1;395;3.320118
D2;PREDRIVE;1;396;3.328509
D2;PREDRIVE;1;397;3.336893
D2;PREDRIVE;1;398;3.345166
D2;PREDRIVE;1;399;3.353503
D2;PREDRIVE;1;400;3.361966
D2;PREDRIVE;1;401;3.370078
D2;PREDRIVE;1;402;3.378528
D2;PREDRIVE;1;403;3.38731
D2;PREDRIVE;1;404;3.395112
D2;PREDRIVE;1;405;3.403464
D2;PREDRIVE;1;406;3.411719
D2;PREDRIVE;1;407;3.42006
D2;PREDRIVE;1;408;3.428342
D2;PREDRIVE;1;409;3.436734
D2;PREDRIVE;1;410;3.445144
D2;PREDRIVE;1;411;3.453378
D2;PREDRIVE;1;412;3.461679
D2;PREDRIVE;1;413;3.470054
D2;PREDRIVE;1;414;3.478446
D2;PREDRIVE;1;415;3.486832
D2;PREDRIVE;1;416;3.49549
D2;PREDRIVE;1;417;3.503341
D2;PREDRIVE;1;418;3.511596
D2;PREDRIVE;1;419;3.520001
D2;PREDRIVE;1;420;3.528272
D2;PREDRIVE;1;421;3.536662
D2;PREDRIVE;1;422;3.545519
D2;PREDRIVE;1;423;3.553276
D2;PREDRIVE;1;424;3.561631
D2;PREDRIVE;1;425;3.56989
D2;PREDRIVE;1;426;3.578381
D2;PREDRIVE;1;427;3.586668
D2;PREDRIVE;1;428;3.594912
D2;PREDRIVE;1;429;3.603336
D2;PREDRIVE;1;430;3.611562
D2;PREDRIVE;1;431;3.620737
D2;PREDRIVE;1;432;3.628197
D2;PREDRIVE;1;433;3.637351
D2;PREDRIVE;1;434;3.644903
D2;PREDRIVE;1;435;3.653541
D2;PREDRIVE;1;436;3.661497
D2;PREDRIVE;1;437;3.669921
D2;PREDRIVE;1;438;3.678173
D2;PREDRIVE;1;439;3.68645
D2;PREDRIVE;1;440;3.694786
D2;PREDRIVE;1;441;3.70314
D2;PREDRIVE;1;442;3.711508
D2;PREDRIVE;1;443;3.720826
D2;PREDRIVE;1;444;3.728178
D2;PREDRIVE;1;445;3.736479
D2;PREDRIVE;1;446;3.744719
D2;PREDRIVE;1;447;3.753101
D2;PREDRIVE;1;448;3.76149
D2;PREDRIVE;1;449;3.769754
D2;PREDRIVE;1;450;3.778121
D2;PREDRIVE;1;451;3.78635
D2;PREDRIVE;1;452;3.794711
D2;PREDRIVE;1;453;3.803129
D2;PREDRIVE;1;454;3.811501
D2;PREDRIVE;1;455;3.819767
D2;PREDRIVE;1;456;3.828028
D2;PREDRIVE;1;457;3.836832
D2;PREDRIVE;1;458;3.844761
D2;PREDRIVE;1;459;3.853078
D2;PREDRIVE;1;460;3.861316
D2;PREDRIVE;1;461;3.869751
D2;PREDRIVE;1;462;3.877988
D2;PREDRIVE;1;463;3.886303
D2;PREDRIVE;1;464;3.894639
D2;PREDRIVE;1;465;3.903382
D2;PREDRIVE;1;466;3.911225
D2;PREDRIVE;1;467;3.919569
D2;PREDRIVE;1;468;3.927958
D2;PREDRIVE;1;469;3.93631
D2;PREDRIVE;1;470;3.944656
D2;PREDRIVE;1;471;3.953023
D2;PREDRIVE;1;472;3.96125
D2;PREDRIVE;1;473;3.969565
D2;PREDRIVE;1;474;3.97811
D2;PREDRIVE;1;475;3.986213
D2;PREDRIVE;1;476;3.995036
D2;PREDRIVE;1;477;4.002936
D2;PREDRIVE;1;478;4.011162
D2;PREDRIVE;1;479;4.01965
D2;PREDRIVE;1;480;4.02858
D2;PREDRIVE;1;481;4.036252
D2;PREDRIVE;1;482;4.044532
D2;PREDRIVE;1;483;4.052798
D2;PREDRIVE;1;484;4.061265
D2;PREDRIVE;1;485;4.069536
D2;PREDRIVE;1;486;4.0778
D2;PREDRIVE;1;487;4.086133
D2;PREDRIVE;1;488;4.094493
D2;PREDRIVE;1;489;4.102732
D2;PREDRIVE;1;490;4.111164
D2;PREDRIVE;1;491;4.119689
D2;PREDRIVE;1;492;4.127831
D2;PREDRIVE;1;493;4.136185
D2;PREDRIVE;1;494;4.144406
D2;PREDRIVE;1;495;4.152685
D2;PREDRIVE;1;496;4.161368
D2;PREDRIVE;1;497;4.169397
D2;PREDRIVE;1;498;4.177686
D2;PREDRIVE;1;499;4.186007
D2;PREDRIVE;1;500;4.194411
D2;PREDRIVE;1;501;4.203069
D2;PREDRIVE;1;502;4.211103
D2;PREDRIVE;1;503;4.21936
D2;PREDRIVE;1;504;4.227644
D2;PREDRIVE;1;505;4.236178
D2;PREDRIVE;1;506;4.244969
D2;PREDRIVE;1;507;4.252709
D2;PREDRIVE;1;508;4.261674
D2;PREDRIVE;1;509;4.26954
D2;PREDRIVE;1;510;4.277637
D2;PREDRIVE;1;511;4.285973
D2;PREDRIVE;1;512;4.294591
D2;PREDRIVE;1;513;4.302672
D2;PREDRIVE;1;514;4.310907
D2;PREDRIVE;1;515;4.319303
D2;PREDRIVE;1;516;4.327579
D2;PREDRIVE;1;517;4.336041
D2;PREDRIVE;1;518;4.344276
D2;PREDRIVE;1;519;4.352509
D2;PREDRIVE;1;520;4.360888
D2;PREDRIVE;1;521;4.36921
D2;PREDRIVE;1;522;4.377542
D2;PREDRIVE;1;523;4.385857
D2;PREDRIVE;1;524;4.394265
D2;PREDRIVE;1;525;4.402549
D2;PREDRIVE;1;526;4.41079
D2;PREDRIVE;1;527;4.419354
D2;PREDRIVE;1;528;4.427435
D2;PREDRIVE;1;529;4.435843
D2;PREDRIVE;1;530;4.44416
D2;PREDRIVE;1;531;4.452475
D2;PREDRIVE;1;532;4.460772
D2;PREDRIVE;1;533;4.469219
D2;PREDRIVE;1;534;4.477496
D2;PREDRIVE;1;535;4.485825
D2;PREDRIVE;1;536;4.494475
D2;PREDRIVE;1;537;4.502419
D2;PREDRIVE;1;538;4.510687
D2;PREDRIVE;1;539;4.519199
D2;PREDRIVE;1;540;4.52786
D2;PREDRIVE;1;541;4.535813
D2;PREDRIVE;1;542;4.544039
D2;PREDRIVE;1;543;4.55251
D2;PREDRIVE;1;544;4.560693
D2;PREDRIVE;1;545;4.569118
D2;PREDRIVE;1;546;4.577417
D2;PREDRIVE;1;547;4.58566
D2;PREDRIVE;1;548;4.594018
D2;PREDRIVE;1;549;4.602479
D2;PREDRIVE;1;550;4.610658
D2;PREDRIVE;1;551;4.619013
D2;PREDRIVE;1;552;4.627411
D2;PREDRIVE;1;553;4.635726
D2;PREDRIVE;1;554;4.644013
D2;PREDRIVE;1;555;4.652406
D2;PREDRIVE;1;556;4.660655
D2;PREDRIVE;1;557;4.669124
D2;PREDRIVE;1;558;4.677306
D2;PREDRIVE;1;559;4.68581
D2;PREDRIVE;1;560;4.693999
D2;PREDRIVE;1;561;4.702241
D2;PREDRIVE;1;562;4.710564
D2;PREDRIVE;1;563;4.71889
D2;PREDRIVE;1;564;4.727231
D2;PREDRIVE;1;565;4.735558
D2;PREDRIVE;1;566;4.744025
D2;PREDRIVE;1;567;4.752209
D2;PREDRIVE;1;568;4.76058
D2;PREDRIVE;1;569;4.768804
D2;PREDRIVE;1;570;4.777177
D2;PREDRIVE;1;571;4.785514
D2;PREDRIVE;1;572;4.794031
D2;PREDRIVE;1;573;4.802196
D2;PREDRIVE;1;574;4.810587
D2;PREDRIVE;1;575;4.818948
D2;PREDRIVE;1;576;4.827279
D2;PREDRIVE;1;577;4.835543
D2;PREDRIVE;1;578;4.843918
D2;PREDRIVE;1;579;4.852163
D2;PREDRIVE;1;580;4.860844
D2;PREDRIVE;1;581;4.869383
D2;PREDRIVE;1;582;4.877172
D2;PREDRIVE;1;583;4.886115
D2;PREDRIVE;1;584;4.893684
D2;PREDRIVE;1;585;4.902002
D2;PREDRIVE;1;586;4.910413
D2;PREDRIVE;1;587;4.9187
D2;PREDRIVE;1;588;4.927319
D2;PREDRIVE;1;589;4.935496
D2;PREDRIVE;1;590;4.943671
D2;PREDRIVE;1;591;4.951982
D2;PREDRIVE;1;592;4.960362
D2;PREDRIVE;1;593;4.968669
D2;PREDRIVE;1;594;4.977095
D2;PREDRIVE;1;595;4.985323
D2;PREDRIVE;1;596;4.993562
D2;PREDRIVE;1;597;5.001976
D2;PREDRIVE;1;598;5.010289
D2;PREDRIVE;1;599;5.018734
D2;PREDRIVE;1;600;5.027634
D2;PREDRIVE;1;601;5.035275
D2;PREDRIVE;1;602;5.043649
D2;PREDRIVE;1;603;5.052056
D2;PREDRIVE;1;604;5.060585
D2;PREDRIVE;1;605;5.068566
D2;PREDRIVE;1;606;5.077201
D2;PREDRIVE;1;607;5.085213
D2;PREDRIVE;1;608;5.093499
D2;PREDRIVE;1;609;5.101899
D2;PREDRIVE;1;610;5.11025
D2;PREDRIVE;1;611;5.120079
D2;PREDRIVE;1;612;5.126878
D2;PREDRIVE;1;613;5.135263
D2;PREDRIVE;1;614;5.143484
D2;PREDRIVE;1;615;5.151997
D2;PREDRIVE;1;616;5.16018
D2;PREDRIVE;1;617;5.168544
D2;PREDRIVE;1;618;5.176862
D2;PREDRIVE;1;619;5.185133
D2;PREDRIVE;1;620;5.193481
D2;PREDRIVE;1;621;5.201879
D2;PREDRIVE;1;622;5.210157
D2;PREDRIVE;1;623;5.21845
D2;PREDRIVE;1;624;5.226734
D2;PREDRIVE;1;625;5.235164
D2;PREDRIVE;1;626;5.243413
D2;PREDRIVE;1;627;5.251812
D2;PREDRIVE;1;628;5.26002
D2;PREDRIVE;1;629;5.268465
D2;PREDRIVE;1;630;5.277772
D2;PREDRIVE;1;631;5.285055
D2;PREDRIVE;1;632;5.29339
D2;PREDRIVE;1;633;5.301873
D2;PREDRIVE;1;634;5.310064
D2;PREDRIVE;1;635;5.318356
D2;PREDRIVE;1;636;5.326676
D2;PREDRIVE;1;637;5.334983
D2;PREDRIVE;1;638;5.343339
D2;PREDRIVE;1;639;5.351674
D2;PREDRIVE;1;640;5.360001
D2;PREDRIVE;1;641;5.368397
D2;PREDRIVE;1;642;5.376671
D2;PREDRIVE;1;643;5.385194
D2;PREDRIVE;1;644;5.393547
D2;PREDRIVE;1;645;5.401646
D2;PREDRIVE;1;646;5.409956
D2;PREDRIVE;1;647;5.418349
D2;PREDRIVE;1;648;5.426584
D2;PREDRIVE;1;649;5.43548
D2;PREDRIVE;1;650;5.443264
D2;PREDRIVE;1;651;5.451735
D2;PREDRIVE;1;652;5.459858
D2;PREDRIVE;1;653;5.468314
D2;PREDRIVE;1;654;5.47659
D2;PREDRIVE;1;655;5.484916
D2;PREDRIVE;1;656;5.493285
D2;PREDRIVE;1;657;5.501493
D2;PREDRIVE;1;658;5.509809
D2;PREDRIVE;1;659;5.518413
D2;PREDRIVE;1;660;5.526502
D2;PREDRIVE;1;661;5.534858
D2;PREDRIVE;1;662;5.543155
D2;PREDRIVE;1;663;5.551456
D2;PREDRIVE;1;664;5.559802
D2;PREDRIVE;1;665;5.568239
D2;PREDRIVE;1;666;5.576505
D2;PREDRIVE;1;667;5.584802
D2;PREDRIVE;1;668;5.593122
D2;PREDRIVE;1;669;5.601435
D2;PREDRIVE;1;670;5.60974
D2;PREDRIVE;1;671;5.618072
D2;PREDRIVE;1;672;5.62647
D2;PREDRIVE;1;673;5.634715
D2;PREDRIVE;1;674;5.643089
D2;PREDRIVE;1;675;5.651311
D2;PREDRIVE;1;676;5.659873
D2;PREDRIVE;1;677;5.669122
D2;PREDRIVE;1;678;5.676512
D2;PREDRIVE;1;679;5.684738
D2;PREDRIVE;1;680;5.693337
D2;PREDRIVE;1;681;5.701766
D2;PREDRIVE;1;682;5.709687
D2;PREDRIVE;1;683;5.718016
D2;PREDRIVE;1;684;5.727185
D2;PREDRIVE;1;685;5.734731
D2;PREDRIVE;1;686;5.743616
D2;PREDRIVE;1;687;5.751604
D2;PREDRIVE;1;688;5.759677
D2;PREDRIVE;1;689;5.767963
D2;PREDRIVE;1;690;5.776274
D2;PREDRIVE;1;691;5.784584
D2;PREDRIVE;1;692;5.792972
D2;PREDRIVE;1;693;5.801224
